worms_sciname,worms_aphiaid,rank,phylum,class,subclass,order,family,genus,year,countryCode,stateProvince,county,locality,decimalLatitude,decimalLongitude,depth,taxonRemarks,verbatim_obis,terrestrial_only
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,47.2097,-123.0828,2.6,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Capitella,129211,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,NA,NA,NA,NA,San Francisco Bay,37.54752,-122.2512,1.5,Originally identified as 'Capitella (LPIL)',Capitella,0
Tresus,367775,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Tresus,1960,NA,NA,NA,NA,53.9799995422,-131.580001831,10.9728,NA,Tresus,0
Mya arenaria,140430,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Mya,2002,NA,NA,NA,NA,43.4449996948,-124.217002869,NA,NA,Mya arenaria,0
Syllis alternata,131413,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,1986,NA,NA,NA,Area D-The Horseshoe,53.1300010681,-130.86000061,108,NA,Typosyllis alternata,0
Macoma balthica,141579,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1999,NA,NA,NA,NA,46.9739990234,-123.947998047,5,NA,Macoma balthica,0
Eulalia viridis,130639,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eulalia,NA,NA,Alaska,Kodiak Island,Old Harbor,57.156683,-153.388683,NA,NA,Eulalia viridis,0
Capitella,129211,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,2002,NA,NA,NA,NA,46.6290016174,-123.932998657,NA,NA,Capitella capitata cmplx,0
Naineris,129419,genus,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Naineris,NA,NA,NA,NA,Puget Sound,47.62482,-122.3787,22.5,Originally identified as 'Naineris (LPIL)',Naineris,0
Dialychone veleronis,882452,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Dialychone,NA,NA,NA,NA,Monterey Bay NMS,37.71504,-123.1416,145,Originally identified as 'Chone veleronis',Dialychone veleronis,0
Mediomastus ambiseta,157482,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,2003,NA,NA,NA,NA,37.6230010986,-122.932998657,91,NA,Mediomastus ambiseta,0
Pholoe glabra,330542,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,NA,NA,NA,NA,Puget Sound,47.2589,-122.4351,9.1,Originally identified as 'Pholoe glabra',Pholoe glabra,0
Pholoe glabra,330542,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,2003,NA,NA,NA,NA,34.1669998169,-120.61000061,176,NA,Pholoe glabra,0
Leukoma,492481,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Leukoma,2003,NA,CHOCO,NA,Playa Arusi,5.59705114365,-77.4733657837,NA,NA,Protothaca sp.,0
Glycymeris septentrionalis,504512,species,Mollusca,Bivalvia,Autobranchia,Arcida,Glycymerididae,Glycymeris,1897,NA,NA,NA,Skidegate,53.2463493347,-132.010513306,NA,NA,Glycymeris subobsoleta,0
Ruditapes philippinarum,231750,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Ruditapes,2002,NA,NA,NA,NA,46.4879989624,-123.95400238,NA,NA,Venerupis philippinarum,0
Capitella,129211,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,2003,NA,NA,NA,NA,33.766998291,-118.249000549,5,NA,Capitella capitata cmplx,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,South La Jolla,32.81345,-117.28576699999999,10.1,NA,Laminaria,0
Ameritella modesta,878514,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Ameritella,2002,NA,NA,NA,NA,47.391998291,-122.633003235,NA,NA,Tellina modesta,0
Turtonia minuta,141875,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Turtonia,NA,NA,Alaska,Prince William Sound,Montague Island,60.381167,-147.113,NA,NA,Turtonia minuta,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Flat Iron Rock,41.059425,-124.157829,7,NA,Laminaria,0
Acromegalomma pigmentum,994130,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Acromegalomma,2003,NA,NA,NA,NA,32.7840003967,-117.216003418,4,NA,Megalomma pigmentum,0
Eusyllis habei,327926,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Eusyllis,2003,NA,NA,NA,NA,32.5900001526,-117.227996826,40,NA,Eusyllis habei,0
Mactromeris polynyma,156863,species,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Mactromeris,2002,NA,NA,NA,NA,57.7150001526,-155.567993164,24,NA,Mactromeris polynyma,0
Macoma carlottensis,420876,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2003,NA,NA,NA,NA,37.6230010986,-122.932998657,91,NA,Macoma carlottensis,0
Eudistylia catharinae,327569,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Eudistylia,1999,NA,NA,NA,NA,48.0579986572,-122.904998779,21,NA,Eudistylia catharinae,0
Hermadion truncata,333595,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Hermadion,NA,NA,Washington,San Juan County,"San Juan Island, off Andrews Bay",48.5472,-123.1755,NA,NA,Hermadion truncata,0
Pholoe glabra,330542,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,2003,NA,NA,NA,NA,34.0530014038,-119.528999329,78,NA,Pholoe glabra,0
Proceraea,129671,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Proceraea,2003,NA,NA,NA,NA,33.4399986267,-117.694000244,21,NA,Proceraea sp,0
Euchone,129528,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Euchone,1986,NA,NA,NA,Area C-The Horseshoe,53.1899986267,-130.800003052,130,NA,Euchone nr. analis,0
Nutricola lordi,507786,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Nutricola,NA,NA,NA,NA,Monterey Bay NMS,37.91557,-123.4218,136,Originally identified as 'Nutricola lordi',Nutricola lordi,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Portuguese Beach,39.303234,-123.803398,8.8,NA,Laminaria,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,WIES Intake Pipes,33.446999,-118.484848,15.4,NA,Laminaria,0
Micronereis nanaimoensis,329379,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Micronereis,1971,NA,NA,NA,Bodega Harbor,38.3317,-123.0586,0.15,NA,Phyllodocella bodegae,0
Tenonia priops,334901,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Tenonia,1992,NA,NA,NA,NA,52.3499984741,-131.350006104,0,NA,Tenonia priops,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Big Creek,36.069183,-121.600601,9.4,NA,Laminaria,0
Gattyana treadwelli,254738,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Gattyana,NA,NA,NA,NA,Puget Sound,47.2653,-122.4333,9.6,Originally identified as 'Gattyana treadwelli',Gattyana treadwelli,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,NA,NA,NA,NA,Puget Sound,47.68877,-122.5889,5.5,Originally identified as 'Glycinde armigera',Glycinde armigera,0
Glycinde,129299,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,2000,NA,NA,NA,NA,37.9000015259,-122.38999939,27,NA,Glycinde sp,0
Exogone (Exogone) lourei,238226,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,1986,NA,NA,NA,Area C-The Horseshoe,53.2099990845,-130.830001831,125,NA,Exogone lourei,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,2003,NA,NA,NA,NA,39.5089988708,-123.838996887,81,NA,Rochefortia tumida,0
Decamastus gracilis,326885,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Decamastus,1985,NA,NA,NA,Area A-The Two Peaks,54.3100013733,-131.410003662,130,NA,Decamastus gracilis,0
Typosyllis pulchra,334999,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Typosyllis,NA,NA,Alaska,Kodiak Island,Akhiok Bay,56.946533,-154.12925,NA,NA,Typosyllis pulchra,0
Compsomyax subdiaphana,507527,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Compsomyax,1998,NA,NA,NA,NA,52.4900016785,-131.38999939,121,NA,Compsomyax subdiaphana,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,NA,NA,NA,NA,Puget Sound,47.9167,-122.6805,5.5,Originally identified as 'Leitoscoloplos pugettensis',Leitoscoloplos pugettensis,0
Macoma inquinata,582759,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1999,NA,NA,NA,NA,45.5400009155,-123.930000305,NA,NA,Macoma inquinata,0
Saxidomus gigantea,546014,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Saxidomus,2003,NA,NA,NA,NA,47.3520011902,-124.53199768099999,54,NA,Saxidomus giganteus,0
Phyllodoce pettiboneae,330622,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,2003,NA,NA,NA,NA,33.5559997559,-118.023002625,234,NA,Phyllodoce pettiboneae,0
Macoma balthica,141579,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,NA,NA,NA,NA,San Francisco Bay,37.95262,-122.3837,0.6,Originally identified as 'Macoma balthica',Limecola balthica,0
Nutricola tantilla,507789,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Nutricola,NA,NA,NA,NA,Puget Sound,47.5695,-122.5873,12.9,Originally identified as 'Nutricola tantilla',Nutricola tantilla,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1985,NA,NA,NA,Area A-The Two Peaks,54.3199996948,-131.330001831,124,NA,Mediomastus,0
Nutricola tantilla,507789,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Nutricola,1976,NA,Alaska,NA,NE Of Gulf Of Alaska,59.8916702271,-142.899993896,165.5,NA,Transennella tantilla,0
Exogone (Exogone) lourei,238226,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,1984,NA,California,NA,"Santa Maria Basin, Off Purisima Point",34.4022216797,-120.016113281,75.75,NA,Exogone lourei,0
Compsomyax subdiaphana,507527,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Compsomyax,2003,NA,NA,NA,NA,40.7280006409,-124.440002441,80,NA,Compsomyax subdiaphana,0
Heteromastus filiformis,129884,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,NA,NA,OR,Coos,Coos Bay,43.387834,-124.19769,NA,NA,Heteromastus filiformis,0
Macoma calcarea,141580,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2003,NA,NA,NA,NA,44.6850013733,-124.185997009,64,NA,Macoma calcarea,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,48.507,-122.569722,8,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Monterey Bay NMS,37.69238,-123.1123,124,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Chione subimbricata,507501,species,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Chione,1987,NA,CAUCA,NA,G. El Poblado.,2.96527767181,-78.1705551147,NA,NA,Chione subimbricata,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Yellowbanks,33.998798,-119.550499,7.2,NA,Laminaria,0
Tenonia priops,334901,species,Annelida,Polychaeta,Errantia,Phyllodocida,Polynoidae,Tenonia,1999,NA,NA,NA,NA,48.0800018311,-122.88999939,6.1,NA,Tenonia priops,0
Sthenelais tertiaglabra,332186,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Sthenelais,2003,NA,NA,NA,NA,39.5089988708,-123.838996887,81,NA,Sthenelais tertiaglabra,0
Mya arenaria,140430,species,Mollusca,Bivalvia,Autobranchia,Myida,Myidae,Mya,NA,NA,NA,NA,San Francisco Bay,38.0946,-122.3521,0.9,Originally identified as 'Mya arenaria',Mya arenaria,0
Syllis heterochaeta,195998,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllis,2003,NA,NA,NA,NA,33.6040000916,-118.13999939,48,NA,Typosyllis heterochaeta,0
Glycinde picta,240625,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,2002,NA,NA,NA,NA,57.7150001526,-155.567993164,24,NA,Glycinde picta,0
Nereis,129379,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,NA,NA,NA,NA,San Francisco Bay,37.90505,-122.4658,4.6,Originally identified as 'Nereis (LPIL)',Nereis,0
Myrianida,129659,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Myrianida,NA,NA,NA,NA,Puget Sound,47.58127,-122.4201,50.5,Originally identified as 'Autolytus (LPIL)',Myrianida,0
Capitella capitata,129876,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Capitella,NA,NA,NA,NA,Puget Sound,47.57544,-122.3607,20.4,Originally identified as 'Capitella capitata',Capitella capitata,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,1980,NA,NA,NA,NA,9.95139026642,-84.7583312988,10,NA,Haploscoloplos elongatus,0
Exogone (Exogone) lourei,238226,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,NA,NA,NA,NA,Puget Sound,47.57433,-122.3433,14.8,Originally identified as 'Exogone lourei',Exogone (Exogone) lourei,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Portuguese Beach,39.303234,-123.803398,5,NA,Laminaria,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,1985,NA,NA,NA,Area B-The Shellground,53.5299987793,-131.300003052,29,NA,Mediomastus,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,2003,NA,NA,NA,NA,32.658000946,-117.309997559,86,NA,Rochefortia tumida,0
Chone mollis,254730,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,2003,NA,NA,NA,NA,33.6030006409,-118.036003113,32,NA,Chone mollis,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,NA,NA,NA,NA,San Francisco Bay,37.8544,-122.3382,2.4,Originally identified as 'Glycinde armigera',Glycinde armigera,0
Eteone,129443,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,NA,NA,NA,NA,Puget Sound,48.518,-122.595555,19,Originally identified as 'Eteone (LPIL)',Eteone,0
Nereis procera,329725,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,2003,NA,NA,NA,NA,33.6069984436,-118.125,50,NA,Nereis procera,0
Chone,129525,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,2003,NA,NA,NA,NA,33.1520004272,-117.383003235,48,NA,Chone sp b,0
Neanthes,129378,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Neanthes,1999,NA,NA,NA,NA,46.1899986267,-123.744003296,5,NA,Neanthes,0
Glycera macrobranchia,606086,species,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,1999,NA,NA,NA,NA,46.9300003052,-124.019996643,4.6,NA,Glycera macrobranchia,0
Platynereis bicanaliculata,334557,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Platynereis,2003,NA,NA,NA,NA,32.6930007935,-117.146003723,3,NA,Platynereis bicanaliculata,0
Nereiphylla,129451,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Nereiphylla,2003,NA,NA,NA,NA,33.6040000916,-118.13999939,48,NA,Nereiphylla sp 2,0
Macoma nasuta,582761,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2003,NA,NA,NA,NA,42.0769996643,-124.373001099,54,NA,Macoma nasuta,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Fullers,36.208107,-121.75216699999999,12,NA,Laminaria,0
Macoma carlottensis,420876,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2000,NA,NA,NA,NA,48.3100013733,-122.800003052,72,NA,Macoma carlottensis,0
Goniada maculata,130140,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Goniada,2003,NA,NA,NA,NA,33.9249992371,-118.526000977,NA,NA,Goniada maculata,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,WIES Intake Pipes,33.446999,-118.484848,9,NA,Laminaria,0
Eteone,129443,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Eteone,NA,NA,Alaska,Prince William Sound,Green Island,60.3,-147.4075,NA,NA,Eteone,0
Macoma balthica,141579,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2000,NA,NA,NA,NA,46.2400016785,-123.86000061,8.7,NA,Macoma balthica,0
Heteromastus filiformis,129884,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,1987,NA,NA,NA,Off California,41.3472213745,-124.491668701,524,NA,Heteromastus filiformis,0
Phyllodoce hartmanae,330596,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,NA,NA,NA,NA,Monterey Bay NMS,37.90585,-123.4194,133,Originally identified as 'Phyllodoce hartmanae',Phyllodoce hartmanae,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,2003,NA,NA,NA,NA,48.2529983521,-124.814002991,31,NA,Leitoscoloplos pugettensis,0
Glycera,129296,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Glyceridae,Glycera,NA,NA,NA,NA,Puget Sound,47.2692,-122.6458,12.5,Originally identified as 'Glycera (LPIL)',Glycera,0
Chone,129525,genus,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Chone,NA,NA,NA,NA,Guerrero shelf,16.979,-100.2681,58,NA,Chone,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Cathedral Wall,34.015751,-119.371498,5.2,NA,Laminaria,0
Leitoscoloplos pugettensis,254746,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Leitoscoloplos,1980,NA,NA,NA,NA,9.92833042145,-84.7944412231,14,NA,Haploscoloplos elongatus,0
Sphaerosyllis,129677,genus,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Sphaerosyllis,NA,NA,Alaska,Prince William Sound,Green Island,60.3,-147.4075,NA,NA,Sphaerosyllis,0
Exogone (Parexogone) molesta,333450,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogone,1967,NA,NA,NA,Orcas Island,48.591666666667,-122.91666666667,27,NA,Exogone molesta,0
Anotomastus gordiodes,332979,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Anotomastus,2003,NA,NA,NA,NA,33.5069999695,-117.760002136,23,NA,Anotomastus gordiodes,0
Glycinde armigera,240633,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Glycinde,2003,NA,NA,NA,NA,46.0029983521,-124.303001404,120,NA,Glycinde armigera,0
Saxidomus,367777,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Veneridae,Saxidomus,1960,NA,NA,NA,NA,53.7299995422,-131.5,12.8016,NA,Saxidomus,0
Goniada maculata,130140,species,Annelida,Polychaeta,Errantia,Phyllodocida,Goniadidae,Goniada,2003,NA,NA,NA,NA,38.4410018921,-123.257003784,84,NA,Goniada maculata,0
Macoma moesta,156226,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,1987,NA,NA,NA,Off California,41.9433288574,-124.448890686,94,NA,Macoma moesta,0
Phyllodoce longipes,130673,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,NA,NA,NA,NA,Puget Sound,47.5107,-122.4859,102,Originally identified as 'Phyllodoce longipes',Phyllodoce longipes,0
Heteromastus filiformis,129884,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,NA,NA,NA,NA,San Francisco Bay,38.07617,-122.3161,1.5,Originally identified as 'Heteromastus filiformis',Heteromastus filiformis,0
Heteromastus filobranchus,328370,species,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Heteromastus,2002,NA,NA,NA,NA,38.0900001526,-122.82900238,NA,NA,Heteromastus filobranchus,0
Pholoe glabra,330542,species,Annelida,Polychaeta,Errantia,Phyllodocida,Sigalionidae,Pholoe,NA,NA,NA,NA,Puget Sound,47.3727,-122.4818,21.9,Originally identified as 'Pholoe glabra',Pholoe glabra,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,47.59051,-122.3805,14.4,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Phyllodoce cuspidata,334505,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Phyllodoce,1998,NA,NA,NA,NA,47.6199989319,-122.370002747,25.5,NA,Phyllodoce cuspidata,0
Sphaerosyllis californiensis,332003,species,Annelida,Polychaeta,Errantia,Phyllodocida,Syllidae,Sphaerosyllis,2000,NA,NA,NA,NA,37.9300003052,-122.410003662,8,NA,Sphaerosyllis californiensis,0
Naineris quadricuspida,130517,species,Annelida,Polychaeta,Sedentaria,NA,Orbiniidae,Naineris,NA,NA,Alaska,Kodiak Island,Old Harbor,57.156683,-153.388683,NA,NA,Naineris quadricuspida,0
Macoma,138531,genus,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2002,NA,NA,NA,NA,43.3940010071,-124.191001892,NA,NA,Macoma sp.,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,2003,NA,NA,NA,NA,33.4609985352,-117.691001892,5,NA,Mediomastus sp,0
Nereis pelagica,130404,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,NA,NA,Alaska,Kachemak Bay,Elephant Island,59.5141,-151.504967,NA,NA,Nereis pelagica,0
Nereis procera,329725,species,Annelida,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereis,NA,NA,NA,NA,Puget Sound,48.007,-122.263611,4.5,Originally identified as 'Nereis procera',Nereis procera,0
Rhynchonereella angelini,416504,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Rhynchonereella,2015,NA,NA,NA,Northern Strait of Georgia,49.466,-124.5,157.5,NA,Rhynchonereella angelina,0
Acromegalomma splendidum,994124,species,Annelida,Polychaeta,Sedentaria,Sabellida,Sabellidae,Acromegalomma,NA,NA,NA,NA,Monterey Bay NMS,37.90257,-123.416,134,Originally identified as 'Megalomma splendida',Acromegalomma splendidum,0
Macoma calcarea,141580,species,Mollusca,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macoma,2003,NA,NA,NA,NA,48.0349998474,-124.845001221,47,NA,Macoma calcarea,0
Resania,492535,genus,Mollusca,Bivalvia,Autobranchia,Venerida,Mactridae,Resania,NA,US,NA,NA,Caspar,39.361729,-123.822449,4.3,NA,Laminaria,0
Kurtiella tumida,606421,species,Mollusca,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,Kurtiella,NA,NA,NA,NA,Puget Sound,47.2849,-122.4721,106,Originally identified as 'Rochefortia tumida',Kurtiella tumida,0
Mediomastus,129218,genus,Annelida,Polychaeta,Sedentaria,NA,Capitellidae,Mediomastus,NA,NA,NA,NA,Puget Sound,47.59342,-122.5374,4.6,Originally identified as 'Mediomastus (LPIL)',Mediomastus,0
Plotohelmis tenuis,129755,species,Annelida,Polychaeta,Errantia,Phyllodocida,Phyllodocidae,Plotohelmis,1975,NA,NA,NA,NA,58.3017,-145.0083,98,NA,Plotohelmis tenuis,0
